run_id,judge_model,model_key,model_label,person_index,distillation_id,predicted_body_age_years,overall_score_100,gate_issue,decision,top_strengths,top_weaknesses,safety_flags,score_adjustment,judge_parse_recovered,output_file
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,566,566,65.55,85.57,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,567,567,76.32,82.55,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Medication Use.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,568,568,63.54,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,569,569,82.98,81.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,570,570,78.21,87.23,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,571,571,48.92,81.51,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,572,572,28.93,81.16,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Medication Use. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,573,573,41.46,84.03,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,574,574,70.63,82.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,575,575,47.84,81.02,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,576,576,69.25,82.64,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,577,577,64.58,83.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,578,578,79.27,82.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 12 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,579,579,49.92,83.33,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,580,580,56.44,84.56,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,581,581,43.7,81.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,582,582,76.56,82.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,583,583,79.58,85.11,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,584,584,74.18,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: BMI, Bone Density, Vision Sharpness, Hearing Ability, Medication Use.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,585,585,58.95,81.6,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,586,586,77.99,87.23,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,587,587,28.83,80.48,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,588,588,54.26,77.85,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability, Medication Use. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,589,589,59.85,87.23,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,590,590,18.0,79.86,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,591,591,56.67,81.85,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,592,592,58.17,79.53,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,593,593,63.23,84.9,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Cognitive Function.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,594,594,75.78,86.81,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,595,595,34.97,85.82,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,596,596,64.55,82.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 12 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,597,597,70.34,83.22,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,598,598,27.85,75.68,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: BMI, Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,599,599,30.49,81.88,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Blood Glucose Level, Bone Density, Vision Sharpness, Hearing Ability, Family History. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,600,600,52.14,81.94,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Family History, Cognitive Function. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",True,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,601,601,64.62,81.21,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,602,602,86.27,82.55,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 12 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,603,603,56.56,83.89,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 11 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,604,604,54.9,85.82,False,pass,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 10 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Cognitive Function, Pollution Exposure. | Predicted body age is absent or used unclearly.",,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
20260527_115238,medgemma27b-q4-judge:latest,student_qwen_from_llama,Student: Qwen2.5-0.5B from Llama 3.1 8B,605,605,74.16,80.2,True,review_needed,Includes the required section structure. | Maintains medical-safety boundaries and professional-consult language. | Uses 9 profile-specific risk or context signals.,"Does not explicitly address: Bone Density, Vision Sharpness, Hearing Ability, Medication Use, Family History. | Predicted body age is absent or used unclearly.",Medication Use: Medication use is present but not explicitly discussed.,"MedGemma compact scores with deterministic explicit-evidence adjustment for structure, safety, coverage, personalization, and actionability criteria.",False,C:\Users\wku\Desktop\MedGemma_Judge_ProjectInput\teacher_student_output_for_medgemma_judge\student output\student_Qwen2.5-0.5B_from_Llama_3.1_8B_output\student_sample_outputs.csv
